00001,97744905100001,$300 P
00002,75224905100002,$300 P
00003,10474905100003,$300 P
00004,11094905100004,$300 P
00005,22054905100005,$300 P
00006,35074905100006,$300 P
00007,55204905100007,$300 P
00008,36624905100008,$300 P
00009,28804905100009,$300 P
00010,57284905100010,$300 P
00011,63644905100011,$300 P
00012,78544905100012,$300 P
00013,83764905100013,$300 P
00014,92734905100014,$300 P
00015,98804905100015,$300 P
00016,20984905100016,$300 P
00017,45184905100017,$300 P
00018,54784905100018,$300 P
00019,66274905100019,$300 P
00020,40294905100020,$300 P
00021,64614905100021,$300 P
00022,56884905100022,$300 P
00023,81254905100023,$300 P
00024,43984905100024,$300 P
00025,20184905100025,$300 P
00026,42804905100026,$300 P
00027,48104905100027,$300 P
00028,32094905100028,$300 P
00029,52364905100029,$300 P
00030,69234905100030,$300 P
00031,72374905100031,$300 P
00032,31124905100032,$300 P
00033,42274905100033,$300 P
00034,70964905100034,$300 P
00035,85294905100035,$300 P
00036,50454905100036,$300 P
00037,12444905100037,$300 P
00038,98544905100038,$300 P
00039,30894905100039,$300 P
00040,61204905100040,$300 P
00041,10084905100041,$300 P
00042,38424905100042,$300 P
00043,75414905100043,$300 P
00044,87694905100044,$300 P
00045,12894905100045,$300 P
00046,75594905100046,$300 P
00047,29464905100047,$300 P
00048,51304905100048,$300 P
00049,37354905100049,$300 P
00050,98824905100050,$300 P
00051,52434905100051,$300 P
00052,86914905100052,$300 P
00053,89464905100053,$300 P
00054,28224905100054,$300 P
00055,29624905100055,$300 P
00056,71784905100056,$300 P
00057,48044905100057,$300 P
00058,75404905100058,$300 P
00059,51714905100059,$300 P
00060,76974905100060,$300 P
00061,20534905100061,$300 P
00062,36244905100062,$300 P
00063,16844905100063,$300 P
00064,31274905100064,$300 P
00065,91234905100065,$300 P
00066,45904905100066,$300 P
00067,65054905100067,$300 P
00068,37534905100068,$300 P
00069,92134905100069,$300 P
00070,96554905100070,$300 P
00071,45454905100071,$300 P
00072,81674905100072,$300 P
00073,26174905100073,$300 P
00074,27574905100074,$300 P
00075,85634905100075,$300 P
00076,34034905100076,$300 P
00077,62984905100077,$300 P
00078,78084905100078,$300 P
00079,13754905100079,$300 P
00080,33224905100080,$300 P
00081,17254905100081,$300 P
00082,22224905100082,$300 P
00083,63044905100083,$300 P
00084,82664905100084,$300 P
00085,19414905100085,$300 P
00086,36754905100086,$300 P
00087,68894905100087,$300 P
00088,29384905100088,$300 P
00089,39014905100089,$300 P
00090,61194905100090,$300 P
00091,38304905100091,$300 P
00092,15454905100092,$300 P
00093,60434905100093,$300 P
00094,80524905100094,$300 P
00095,21964905100095,$300 P
00096,51914905100096,$300 P
